"0"	16.3201035299
"1"	15.9627771769
"10"	17.0162260114
"11"	17.0482994901
"12"	17.0025367269
"13"	17.2476135386
"14"	18.3465490757
"15"	18.8262892498
"16"	18.8404494962
"17"	18.0361200919
"18"	16.9081828185
"19"	15.8614291409
"2"	15.970658922
"20"	15.6982611804
"21"	15.7504880525
"22"	16.0209889279
"23"	16.0689132115
"3"	16.9037552939
"4"	17.3270434702
"5"	17.2952967818
"6"	17.1671233157
"7"	18.2259004126
"8"	17.9781231957
"9"	17.3064647196
