"0"	3.381882368
"1"	3.1583780195
"10"	2.6140787405
"11"	2.5372236347
"12"	2.6343761646
"13"	2.8118512672
"14"	2.9170070717
"15"	2.8817760567
"16"	2.9729238343
"17"	2.7567332825
"18"	2.6115298495
"19"	2.686682961
"2"	3.0089106273
"20"	2.9798793194
"21"	3.1181563731
"22"	3.1812624035
"23"	3.3384765183
"3"	3.2484565365
"4"	4.1031894546
"5"	4.5285872793
"6"	3.4522870506
"7"	2.9072501495
"8"	2.6088000246
"9"	2.5493921853
