"14"	17.908654671529103
"19"	16.88495303709364
"23"	17.024627546093413
"28"	17.749253169762195
"3"	16.138030590176268
"8"	17.72834398926375
"10"	16.757271650204675
"15"	17.798538460584513
"24"	17.20089780315108
"29"	17.565791815326875
"4"	16.1030322521444
"9"	16.886344638309872
"11"	17.250540349946384
"16"	17.392315846205825
"20"	16.499226452986978
"25"	16.96681229046817
"5"	16.925964005115514
"1"	17.457107390803188
"12"	16.66655906549597
"17"	16.89443484949065
"21"	17.535778488602897
"26"	17.03725070576868
"30"	17.011644620894497
"6"	17.315654558245036
"13"	17.20054633440931
"18"	16.667225509455562
"2"	16.222257930711475
"22"	17.29023115839129
"27"	17.293563469125445
"31"	16.860776411864553
"7"	17.558362420521522
